INSTNM,ZIP,ZIP5,lat,lon
Saint Vincent Seminary,15650-2690,15650,40.2926,-79.4103
International Academy of Design and Technology,15219,15219,40.4423,-79.983
Schuylkill Technology Center,17931,17931,40.7825,-76.2311
University of Scranton,18510-4699,18510,41.408,-75.6484
Seton Hill University,15601,15601,40.3074,-79.5424
Heritage Valley Sewickley School of Nursing,15108,15108,40.5,-80.1996
UPMC Shadyside School of Nursing,15232,15232,40.4525,-79.9319
Sharon Regional School of Nursing,16146,16146,41.2316,-80.4993
Laurel Technical Institute,16148,16148,41.2326,-80.453
Shippensburg University of Pennsylvania,17257-2299,17257,40.0514,-77.5195
Slippery Rock University of Pennsylvania,16057-1383,16057,41.0454,-80.0468
Saint Charles Borromeo Seminary-Overbrook,19096,19096,40.0,-75.276
South Hills Beauty Academy,15216,15216,40.4001,-80.0462
South Hills School of Business & Technology,16801-4516,16801,40.7925,-77.8523
St Lukes Hospital School of Nursing,18015,18015,40.6002,-75.3805
The Beauty Institute,18360-1720,18360,40.9877,-75.2485
Susquehanna University,17870-1025,17870,40.8224,-76.8683
Swarthmore College,19081,19081,39.8967,-75.3474
Thaddeus Stevens College of Technology,17602-3198,17602,40.0335,-76.2844
Talmudical Yeshiva of Philadelphia,19131,19131,39.9845,-75.2282
Temple University,19122-6096,19122,39.978,-75.1459
Thiel College,16125-2181,16125,41.4057,-80.3739
Thomas Jefferson University,19107,19107,39.9487,-75.1593
Fortis Institute-Erie,16506-1013,16506,42.0738,-80.1484
Triangle Tech Inc-Erie,16502-2594,16502,42.1133,-80.0976
Triangle Tech Inc-Pittsburgh,15214-3897,15214,40.4865,-80.014
Triangle Tech Inc-Greensburg,15601-3304,15601,40.3074,-79.5424
Triangle Tech Inc-Dubois,15840-3333,15840,41.1455,-78.8128
Trinity Episcopal School for Ministry,15003-2397,15003,40.6005,-80.2105
Ursinus College,19426-1000,19426,40.1913,-75.4373
University of Valley Forge,19460-2373,19460,40.1267,-75.5272
Valley Forge Military College,19087-3695,19087,40.0612,-75.3999
Venus Beauty Academy,19079,19079,39.9035,-75.2695
Villanova University,19085-1699,19085,40.0399,-75.3459
Washington Health System School of Nursing,15301,15301,40.1717,-80.256
Washington Hospital School of Radiologic Technology,15301,15301,40.1717,-80.256
Washington & Jefferson College,15301,15301,40.1717,-80.256
Waynesburg University,15370-1257,15370,39.8917,-80.1795
Welder Training and Testing Institute,18109-3253,18109,40.6366,-75.4405
West Chester University of Pennsylvania,19383,19383,39.961,-75.608
Western Pennsylvania Hospital School of Nursing,15224,15224,40.4642,-79.9448
Pittsburgh Career Institute,15219-1907,15219,40.4423,-79.983
Westminster College,16172,16172,41.12,-80.3332
Westminster Theological Seminary,19038,19038,40.1096,-75.155
Westmoreland County Community College,15697-1895,15697,40.2395,-79.5823
Widener University,19013-5792,19013,39.8498,-75.3747
Wilkes University,18766,18766,41.2448,-75.8896
Newport Business Institute-Williamsport,17701-5894,17701,41.2412,-77.0011
Wilson College,17201-1285,17201,39.9313,-77.6579
Yeshivath Beth Moshe,18505-2196,18505,41.3914,-75.6657
York College of Pennsylvania,17403-3651,17403,39.9494,-76.713
YTI Career Institute-York,17402,17402,39.959,-76.6592
Yorktowne Business Institute,17404,17404,40.0023,-76.7712
Empire Beauty School-Providence,02903-3052,02903,41.82,-71.4158
Brown University,02912,02912,41.824,-71.4128
Bryant University,02917-1291,02917,41.8964,-71.5207
Johnson & Wales University-Providence,02903-3703,02903,41.82,-71.4158
Sanford-Brown Institute-Cranston,02920,02920,41.7716,-71.4659
New England Institute of Technology,02818-1205,02818,41.6498,-71.474
New England Tractor Trailer Training School of Rhode Island,02860,02860,41.8729,-71.3907
Newport School of Hairdressing-Main Campus,02860,02860,41.8729,-71.3907
Providence College,02918-0001,02918,41.8415,-71.4404
Rhode Island College,02908,02908,41.8383,-71.4377
Community College of Rhode Island,02886-1807,02886,41.7026,-71.4476
University of Rhode Island,02881,02881,41.4803,-71.5292
Rhode Island School of Design,02903-2784,02903,41.82,-71.4158
Roger Williams University,02809-2921,02809,41.6825,-71.2676
Salve Regina University,02840-4192,02840,41.4876,-71.3271
Sawyer School,02860,02860,41.8729,-71.3907
St Joseph School of Nursing,02904,02904,41.8541,-71.4378
Empire Beauty School-Warwick,02903,02903,41.82,-71.4158
Northpoint Bible College,01835,01835,42.7528,-71.0843
Aiken Technical College,29829,29829,33.563,-81.8147
Allen University,29204,29204,34.026,-81.0046
Anderson University,29621-4035,29621,34.5261,-82.6304
Charleston Southern University,29406-9121,29406,32.9352,-80.0325
Technical College of the Lowcountry,29901-1288,29901,32.4244,-80.5653
Benedict College,29204-1086,29204,34.026,-81.0046
Bob Jones University,29614-0001,29614,34.8724,-82.3626
Southern Wesleyan University,29630-1020,29630,34.7401,-82.7947
Charleston Cosmetology Institute,29420,29420,32.9336,-80.1026
College of Charleston,29424-0001,29424,32.7831,-79.937
Charzanne Beauty College,29649,29649,34.223,-82.1582
Northeastern Technical College,29520,29520,34.6863,-79.9174
Citadel Military College of South Carolina,29409,29409,32.7961,-79.9605
Claflin University,29115-4498,29115,33.5025,-80.8593
Clemson University,29634,29634,34.6834,-82.8374
Clinton College,29730,29730,34.9151,-81.0129
Coker University,29550,29550,34.3756,-80.0842
Columbia International University,29203-1513,29203,34.0635,-81.0265
Columbia College,29203,29203,34.0635,-81.0265
Converse University,29302-0006,29302,34.8939,-81.834
Denmark Technical College,29042,29042,33.3209,-81.1407
Erskine College,29639,29639,34.3344,-82.4002
Florence-Darlington Technical College,29501-0548,29501,34.1838,-79.7728
Forrest College,29624-2405,29624,34.4373,-82.6251
Francis Marion University,29506,29506,34.2153,-79.6468
Furman University,29613-6162,29613,34.9249,-82.4331
Greenville Technical College,29606,29606,34.8497,-82.4538
Horry-Georgetown Technical College,29526,29526,33.8731,-79.0557
Kenneth Shuler School of Cosmetology-North Augusta,29841,29841,33.5251,-81.9394
Kenneth Shuler School of Cosmetology and Nails-Columbia,29210,29210,34.0479,-81.1101
Lander University,29649-2099,29649,34.223,-82.1582
Limestone University,29340-3799,29340,35.0615,-81.6491
Lenoir-Rhyne University-Lutheran Theological Southern Seminary,29203-5898,29203,34.0635,-81.0265
Medical University of South Carolina,29425,29425,32.7862,-79.9471
Midlands Technical College,29170-2176,29170,33.9568,-81.1405
Morris College,29150-3599,29150,33.9137,-80.3542
Newberry College,29108,29108,34.2847,-81.6157
North Greenville University,29688-1892,29688,35.0477,-82.353
Orangeburg Calhoun Technical College,29118-8299,29118,33.5675,-80.9248
Piedmont Technical College,29646,29646,34.1758,-82.1562
Presbyterian College,29325,29325,34.4707,-81.8772
University of South Carolina Aiken,29801,29801,33.553,-81.7194
University of South Carolina Beaufort,29909,29909,32.3301,-80.8435
University of South Carolina-Columbia,29208,29208,34.0007,-81.0348
University of South Carolina-Lancaster,29720-0889,29720,34.749,-80.7616
University of South Carolina-Salkehatchie,29810-0617,29810,33.0077,-81.3203
University of South Carolina-Sumter,29150-2498,29150,33.9137,-80.3542
University of South Carolina-Union,29379-0729,29379,34.7269,-81.6202
Coastal Carolina University,29526,29526,33.8731,-79.0557
South Carolina State University,29117-0001,29117,33.4918,-80.8556
University of South Carolina-Upstate,29303-4999,29303,34.9803,-81.9168
Sherman College of Chiropractic,29316,29316,35.0465,-81.9818
Spartanburg Methodist College,29301-5899,29301,34.9352,-81.9654
Spartanburg Community College,29303,29303,34.9803,-81.9168
Central Carolina Technical College,29150-2499,29150,33.9137,-80.3542
Sumter Beauty College,29150-2871,29150,33.9137,-80.3542
Tri-County Technical College,29670,29670,34.6369,-82.7406
Trident Technical College,29423-8067,29423,32.8488,-79.8577
Voorhees University,29042,29042,33.3209,-81.1407
Williamsburg Technical College,29556-4197,29556,33.6878,-79.7832
Winthrop University,29733,29733,34.9926,-81.1787
Wofford College,29303-3663,29303,34.9803,-81.9168
York Technical College,29730,29730,34.9151,-81.0129
Augustana University,57197-0001,57197,43.6746,-96.7913
The Salon Professional Academy,57701,57701,44.1415,-103.2052
Black Hills State University,57799-9500,57799,44.4958,-103.8703
Kilian Community College,57103-7020,57103,43.5374,-96.6864
Dakota State University,57042-1799,57042,44.0054,-97.1149
Dakota Wesleyan University,57301-4398,57301,43.7094,-98.0298
Paul Mitchell the School-Rapid City,57701,57701,44.1415,-103.2052
Lake Area Technical College,57201-0730,57201,44.9043,-97.124
Avera McKennan Hospital School of Radiologic Technology,57117-5045,57117,43.6746,-96.7913
Mitchell Technical College,57301,57301,43.7094,-98.0298
Mount Marty University,57078-3724,57078,42.8821,-97.3986
National American University-Rapid City,57701-2823,57701,44.1415,-103.2052
National American University-Sioux Falls,57108-4293,57108,43.4775,-96.7041
Kairos University,57105,57105,43.524,-96.7341
Northern State University,57401-7198,57401,45.4661,-98.4856
Oglala Lakota College,57752-0490,57752,43.425,-102.1765
Presentation College,57401-1280,57401,45.4661,-98.4856
Avera Sacred Heart Hospital,57078-3899,57078,42.8821,-97.3986
South Dakota School of Mines and Technology,57701-3995,57701,44.1415,-103.2052
South Dakota State University,57007-1898,57007,44.3697,-96.7907
Sinte Gleska University,57555-0105,57555,43.285,-100.5954
University of Sioux Falls,57105-1699,57105,43.524,-96.7341
Sanford Medical Center,57117-5039,57117,43.6746,-96.7913
Sisseton Wahpeton College,57262,57262,45.6732,-97.0715
Southeast Technical College,57107-1301,57107,43.5566,-96.8028
Stewart School,57104,57104,43.5514,-96.7375
University of South Dakota,57069-2390,57069,42.7951,-96.9258
Western Dakota Technical College,57703-4018,57703,44.048,-103.1763
American Baptist College,37207-9980,37207,36.2195,-86.774
Aquinas College,37205,37205,36.1114,-86.869
Arnolds Beauty School,38358,38358,35.9251,-88.7688
Tennessee College of Applied Technology-Athens,37371-0848,37371,35.4429,-84.593
Austin Peay State University,37044,37044,36.5314,-87.353
Baptist Health Sciences University,38104,38104,35.1334,-90.0046
Belmont University,37212-3757,37212,36.1337,-86.8006
Bethel University,38201,38201,36.1272,-88.5134
Bryan College-Dayton,37321,37321,35.5002,-85.0135
Carson-Newman University,37760,37760,36.1163,-83.481
Chattanooga State Community College,37406-1097,37406,35.0614,-85.2478
Christian Brothers University,38104,38104,35.1334,-90.0046
Pentecostal Theological Seminary,37311-3330,37311,35.1313,-84.875
Cleveland State Community College,37312,37312,35.2023,-84.8476
Columbia State Community College,38401,38401,35.6156,-87.038
Concorde Career College-Memphis,38137-0132,38137,35.2017,-89.9715
Tennessee College of Applied Technology-Covington,38019,38019,35.5598,-89.6501
Cumberland University,37087,37087,36.2098,-86.3024
Lipscomb University,37204-3951,37204,36.1067,-86.7743
Tennessee College of Applied Technology-Dickson,37055,37055,36.076,-87.3995
Hussian College-Daymar College Nashville,37214,37214,36.1633,-86.6609
Dyersburg State Community College,38024-2411,38024,36.0444,-89.3836
East Tennessee State University,37614,37614,36.1571,-82.5626
Chattanooga College Medical Dental and & Technical Careers,37415,37415,35.1273,-85.2802
Tennessee College of Applied Technology-Elizabethton,37643,37643,36.3445,-82.2015
Emmanuel Christian Seminary,37601-9989,37601,36.3339,-82.3408
The Hair Academy LLC,37334-0135,37334,35.1527,-86.5664
Fisk University,37208-4501,37208,36.1762,-86.8076
Welch College,37066-8460,37066,36.3834,-86.4512
Freed-Hardeman University,38340-2399,38340,35.4269,-88.6398
Tennessee College of Applied Technology-Harriman,37748-5849,37748,35.9348,-84.5155
Tennessee College of Applied Technology-Hartsville,37074-2028,37074,36.3947,-86.1704
Hiwassee College,37354-4001,37354,35.4916,-84.3395
Tennessee College of Applied Technology-Hohenwald,38462-2201,38462,35.5266,-87.4891
Tennessee College of Applied Technology-Jacksboro,37757,37757,36.3266,-84.1928
Jackson State Community College,38301-3797,38301,35.6102,-88.814
John A Gupton College,37203-2954,37203,36.1504,-86.7916
Johnson University,37998,37998,35.9351,-83.7503
Paul Mitchell the School-Murfreesboro,37129,37129,35.871,-86.4181
King University,37620-2699,37620,36.5686,-82.1819
South College,37909-0000,37909,35.946,-84.0235
Lambuth University,38301,38301,35.6102,-88.814
Lane College,38301-4598,38301,35.6102,-88.814
Le Moyne-Owen College,38126-6595,38126,35.1255,-90.0424
Lee University,37311,37311,35.1313,-84.875
Lincoln Memorial University,37752-8231,37752,36.5767,-83.6073
Tennessee College of Applied Technology-Livingston,38570,38570,36.389,-85.3205
The University of Tennessee Southern,38478-2799,38478,35.2093,-87.0393
Maryville College,37804-5907,37804,35.7991,-83.8852
New Wave Hair Academy-Jackson,38301,38301,35.6102,-88.814
Tennessee College of Applied Technology-McKenzie,38201,38201,36.1272,-88.5134
Genesis Career College-Cookeville,38501-1907,38501,36.2178,-85.5423
Meharry Medical College,37208,37208,36.1762,-86.8076
Memphis College of Art,38104-2764,38104,35.1334,-90.0046
Tennessee College of Applied Technology-Memphis,38105-3604,38105,35.1497,-90.033
University of Memphis,38152,38152,35.2017,-89.9715
Memphis Theological Seminary,38104,38104,35.1334,-90.0046
Victory University,38111-1375,38111,35.1076,-89.9457
Middle Tennessee State University,37132,37132,35.8596,-86.421
Middle Tennessee School of Anesthesia Inc,37115,37115,36.2604,-86.7046
Milligan College,37682,37682,36.296,-82.3054
Tennessee College of Applied Technology-Morristown,37813-2094,37813,36.1957,-83.2755
Motlow State Community College,37388,37388,35.3468,-86.22
Tennessee College of Applied Technology-Murfreesboro,37129-3311,37129,35.871,-86.4181
Lincoln College of Technology-Nashville,37206,37206,36.1798,-86.7411
Nashville College of Medical Careers,37115-2120,37115,36.2604,-86.7046
Nashville State Community College,37209-4515,37209,36.1546,-86.8602
Tennessee College of Applied Technology Northwest,38059,38059,36.1009,-89.2514
O'More College of Design,37064,37064,35.9328,-86.8788
Tennessee College of Applied Technology-Henry/Carroll,38242,38242,36.3005,-88.3093
Plaza Beauty School,38117-4822,38117,35.1124,-89.9034
Tennessee College of Applied Technology-Pulaski,38478-0614,38478,35.2093,-87.0393
Rhodes College,38112-1690,38112,35.1483,-89.9729
Tennessee College of Applied Technology-Ripley,38063,38063,35.7527,-89.535
Roane State Community College,37748,37748,35.9348,-84.5155
Tennessee College of Applied Technology-Crump,38327,38327,35.2191,-88.3192
Southwest Tennessee Community College,38134,38134,35.1845,-89.8574
Tennessee College of Applied Technology-Shelbyville,37160-3629,37160,35.4863,-86.4624
The University of the South,37383-1000,37383,35.1805,-85.9035
Tennessee College of Applied Technology-Oneida-Huntsville,37756-4149,37756,36.3983,-84.4288
Tennessee College of Applied Technology-Crossville,38555,38555,35.9623,-85.0514
Tennessee College of Applied Technology-McMinnville,37110,37110,35.6834,-85.77
Tennessee College of Applied Technology-Jackson,38301,38301,35.6102,-88.814
Tennessee College of Applied Technology-Knoxville,37919,37919,35.9244,-84.0015
Tennessee College of Applied Technology-Whiteville,38075-0489,38075,35.3191,-89.1337
Pellissippi State Community College,37933-0990,37933,35.9901,-83.9622
Southern Adventist University,37315-0370,37315,35.0479,-85.0574
Southern College of Optometry,38104-2211,38104,35.1334,-90.0046
Tennessee Wesleyan University,37303,37303,35.4574,-84.6043
The University of Tennessee-Chattanooga,37403-2598,37403,35.045,-85.2965
The University of Tennessee-Knoxville,37996,37996,35.9901,-83.9622
The University of Tennessee-Martin,38238,38238,36.3434,-88.8503
Fountainhead College of Technology,37918,37918,36.0501,-83.9226
Tennessee School of Beauty of Knoxville Inc,37921,37921,35.9793,-84.003
Tennessee State University,37209-1561,37209,36.1546,-86.8602
Tennessee Technological University,38505-0001,38505,36.1628,-85.5016
Tennessee Temple University,37404-3587,37404,35.0306,-85.2722
Trevecca Nazarene University,37210,37210,36.1379,-86.741
Northeast State Community College,37617-0246,37617,36.5356,-82.3656
Tusculum University,37743,37743,36.1316,-82.8692
Union University,38305-3697,38305,35.6829,-88.8281
New Concepts School of Cosmetology,37311,37311,35.1313,-84.875
Vanderbilt University,37240,37240,36.1866,-86.7852
Volunteer Beauty Academy-Dyersburg,38024-1604,38024,36.0444,-89.3836
